Run,Age,Assay Type,AssemblyName,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,disease_stage,ETHNICITY,Experiment,Instrument,Isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_type,sex,SRA Study,TISSUE
SRR8615260,NA,RNA-Seq,GCA_000001405.13,202,17407564726,ATCC:NCI-H1975,PRJNA523380,SAMN10988259,Human,9316763692,NCI-H1975,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Caucasian,SRX5414493,Illumina HiSeq 2500,cell line,RNASeq-NCIH1975_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:46:00Z,1,NCIH1975_LUNG,cell culture,female,SRP186687,lung
SRR8615264,45,RNA-Seq,GCA_000001405.13,202,16384377560,DSMZ:CAL-51,PRJNA523380,SAMN10988576,Human,8714690439,CAL-51,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5414489,Illumina HiSeq 2500,cell line,RNASeq-CAL51_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:53:00Z,1,CAL51_BREAST,cell culture,female,SRP186687,breast
SRR8615266,80,RNA-Seq,GCA_000001405.13,202,22686728474,DSMZ:CAL-29,PRJNA523380,SAMN10988514,Human,12678947866,CAL-29,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (transitional_cell_carcinoma),primary,Caucasian,SRX5414487,Illumina HiSeq 2500,cell line,RNASeq-CAL29_URINARY_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:05:00Z,1,CAL29_URINARY_TRACT,cell culture,female,SRP186687,urinary_tract
SRR8615267,56,RNA-Seq,GCA_000001405.13,202,16493620978,NIBRI,PRJNA523380,SAMN10987905,Human,8208570635,CAL 27,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (squamous_cell_carcinoma),primary,Caucasian,SRX5414486,Illumina HiSeq 2500,cell line,RNASeq-CAL27_UPPER_AERODIGESTIVE_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:48:00Z,1,CAL27_UPPER_AERODIGESTIVE_TRACT,cell culture,male,SRP186687,upper_aerodigestive_tract
SRR8615268,58,RNA-Seq,GCA_000001405.13,202,28459504472,DSMZ:CAL-148,PRJNA523380,SAMN10988460,Human,15918290584,CAL-148,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5414485,Illumina HiSeq 2500,cell line,RNASeq-CAL148_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:14:00Z,1,CAL148_BREAST,cell culture,female,SRP186687,breast
SRR8615269,NA,RNA-Seq,GCA_000001405.13,202,18197054658,GNF,PRJNA523380,SAMN10987846,Human,10207438571,CAL-12T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (non_small_cell_carcinoma),primary,Caucasian,SRX5414484,Illumina HiSeq 2500,cell line,RNASeq-CAL12T_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:47:00Z,1,CAL12T_LUNG,cell culture,male,SRP186687,lung
SRR8615270,43,RNA-Seq,GCA_000001405.13,202,16226625054,DSMZ:CAL-120,PRJNA523380,SAMN10989564,Human,8614683525,CAL-120,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5414483,Illumina HiSeq 2500,cell line,RNASeq-CAL120_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:59:00Z,1,CAL120_BREAST,cell culture,female,SRP186687,breast
SRR8615271,69,RNA-Seq,GCA_000001405.13,202,21369432136,NIBRI,PRJNA523380,SAMN10988361,Human,12029003654,Caki-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_renal_cell_carcinoma),primary,Caucasian,SRX5414482,Illumina HiSeq 2500,cell line,RNASeq-CAKI2_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:04:00Z,1,CAKI2_KIDNEY,cell culture,male,SRP186687,kidney
SRR8615272,49,RNA-Seq,GCA_000001405.13,202,16272128180,ATCC:Caki-1,PRJNA523380,SAMN10987640,Human,8123912841,Caki-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (clear_cell_renal_cell_carcinoma),metastasis,Caucasian,SRX5414481,Illumina HiSeq 2500,cell line,RNASeq-CAKI1_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:57:00Z,1,CAKI1_KIDNEY,cell culture,male,SRP186687,kidney
SRR8615275,71,RNA-Seq,GCA_000001405.13,202,18984062414,NIBRI,PRJNA523380,SAMN10988293,Human,10113984519,HEC-1-A,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5414478,Illumina HiSeq 2500,cell line,RNASeq-HEC1A_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:47:00Z,1,HEC1A_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8615276,NA,RNA-Seq,GCA_000001405.13,202,18399478050,HSSRB,PRJNA523380,SAMN10987651,Human,9047652756,HEC-151,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Asian,SRX5414477,Illumina HiSeq 2500,cell line,RNASeq-HEC151_ENDOMETRIUM,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:59:00Z,1,HEC151_ENDOMETRIUM,cell culture,female,SRP186687,endometrium
SRR8615278,50,RNA-Seq,GCA_000001405.13,202,18577600640,DSMZ:HDQ-P1,PRJNA523380,SAMN10988509,Human,9171920555,HDQ-P1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5414475,Illumina HiSeq 2500,cell line,RNASeq-HDQP1_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:54:00Z,1,HDQP1_BREAST,cell culture,female,SRP186687,breast
SRR8615281,NA,RNA-Seq,GCA_000001405.13,202,17097595726,NIBRI,PRJNA523380,SAMN10987770,Human,8460067159,HCT-15,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414472,Illumina HiSeq 2500,cell line,RNASeq-HCT15_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:57:00Z,1,HCT15_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8615282,NA,RNA-Seq,GCA_000001405.13,202,16946894434,NIBRI,PRJNA523380,SAMN10988251,Human,8428714087,HCT 116,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Caucasian,SRX5414471,Illumina HiSeq 2500,cell line,RNASeq-HCT116_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:59:00Z,1,HCT116_LARGE_INTESTINE,cell culture,male,SRP186687,large_intestine
SRR8615284,39,RNA-Seq,GCA_000001405.13,202,20508601864,ATCC:HCC827,PRJNA523380,SAMN10988440,Human,10868868900,HCC827,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414469,Illumina HiSeq 2500,cell line,RNASeq-HCC827_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:05:00Z,1,HCC827_LUNG,cell culture,female,SRP186687,lung
SRR8615286,NA,RNA-Seq,GCA_000001405.13,202,17438898158,Garraway Lab,PRJNA523380,SAMN10989588,Human,9355627186,EKVX,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (adenocarcinoma),primary,Caucasian,SRX5414467,Illumina HiSeq 2500,cell line,RNASeq-EKVX_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:57:00Z,1,EKVX_LUNG,cell culture,NA,SRP186687,lung
SRR8615287,36,RNA-Seq,GCA_000001405.13,202,14595824514,NIBRI,PRJNA523380,SAMN10988215,Human,7266665898,EFO-27,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (mucinous_carcinoma),metastasis,Caucasian,SRX5414466,Illumina HiSeq 2500,cell line,RNASeq-EFO27_OVARY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:51:00Z,1,EFO27_OVARY,cell culture,female,SRP186687,ovary
SRR8615288,69,RNA-Seq,GCA_000001405.13,202,21129342006,DSMZ:EHEB,PRJNA523380,SAMN10988486,Human,11931034302,EHEB,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma),primary,Caucasian,SRX5414465,Illumina HiSeq 2500,cell line,RNASeq-EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:51:00Z,1,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615290,56,RNA-Seq,GCA_000001405.13,202,22641786706,NIBRI,PRJNA523380,SAMN10988346,Human,11284085470,EFO-21,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (serous_carcinoma),metastasis,Caucasian,SRX5414463,Illumina HiSeq 2500,cell line,RNASeq-EFO21_OVARY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:06:00Z,1,EFO21_OVARY,cell culture,female,SRP186687,ovary
SRR8615292,46,RNA-Seq,GCA_000001405.13,202,24186584736,NIBRI,PRJNA523380,SAMN10988213,Human,13419881688,EFM-192A,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5414461,Illumina HiSeq 2500,cell line,RNASeq-EFM192A_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:07:00Z,1,EFM192A_BREAST,cell culture,female,SRP186687,breast
SRR8615293,5,RNA-Seq,GCA_000001405.13,202,23899716860,DSMZ:EM-2,PRJNA523380,SAMN10988561,Human,13323259630,EM-2,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),primary,Caucasian,SRX5414460,Illumina HiSeq 2500,cell line,RNASeq-EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:06:00Z,1,EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615296,NA,RNA-Seq,GCA_000001405.13,202,16595930342,RIKEN:PK-1,PRJNA523380,SAMN10988147,Human,8293823915,PK-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414457,Illumina HiSeq 2500,cell line,RNASeq-PK1_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:55:00Z,1,PK1_PANCREAS,cell culture,NA,SRP186687,pancreas
SRR8615297,62,RNA-Seq,GCA_000001405.13,202,17281331694,ATCC:DU4475,PRJNA523380,SAMN10987660,Human,8668131709,DU4475,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),metastasis,Caucasian,SRX5414456,Illumina HiSeq 2500,cell line,RNASeq-DU4475_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:01:00Z,1,DU4475_BREAST,cell culture,female,SRP186687,breast
SRR8615306,NA,RNA-Seq,GCA_000001405.13,202,20309579546,KCLB:SNU-308,PRJNA523380,SAMN10988081,Human,10953452293,SNU-308,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414447,Illumina HiSeq 2500,cell line,RNASeq-SNU308_BILIARY_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:00:00Z,1,SNU308_BILIARY_TRACT,cell culture,NA,SRP186687,biliary_tract
SRR8615307,62,RNA-Seq,GCA_000001405.13,202,17414934292,KCLB:SNU-283,PRJNA523380,SAMN10988079,Human,8055276789,SNU-283,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414446,Illumina HiSeq 2500,cell line,RNASeq-SNU283_LARGE_INTESTINE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:46:00Z,1,SNU283_LARGE_INTESTINE,cell culture,female,SRP186687,large_intestine
SRR8615309,46,RNA-Seq,GCA_000001405.13,202,20475156118,KCLB:SNU-216,PRJNA523380,SAMN10988071,Human,10983810422,SNU-216,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Asian,SRX5414444,Illumina HiSeq 2500,cell line,RNASeq-SNU216_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:13:00Z,1,SNU216_STOMACH,cell culture,female,SRP186687,stomach
SRR8615310,42,RNA-Seq,GCA_000001405.13,202,24721574868,NIBRI,PRJNA523380,SAMN10987942,Human,13321548294,SNU-398,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (hepatocellular_carcinoma),primary,Asian,SRX5414443,Illumina HiSeq 2500,cell line,RNASeq-SNU398_LIVER,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:08:00Z,1,SNU398_LIVER,cell culture,male,SRP186687,liver
SRR8615313,50,RNA-Seq,GCA_000001405.13,202,24185515954,KCLB:SNU-324,PRJNA523380,SAMN10987733,Human,13026281161,SNU-324,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,primary,Asian,SRX5414440,Illumina HiSeq 2500,cell line,RNASeq-SNU324_PANCREAS,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:03:00Z,1,SNU324_PANCREAS,cell culture,male,SRP186687,pancreas
SRR8615314,3,RNA-Seq,GCA_000001405.13,202,21172102982,DSMZ:NALM-1,PRJNA523380,SAMN10988498,Human,11180555889,NALM-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),primary,African_american,SRX5414439,Illumina HiSeq 2500,cell line,RNASeq-NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:04:00Z,1,NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615318,26,RNA-Seq,GCA_000001405.13,202,24132285924,DSMZ:NALM-19,PRJNA523380,SAMN10988461,Human,12702764030,NALM-19,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia),primary,Asian,SRX5414435,Illumina HiSeq 2500,cell line,RNASeq-NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:10:00Z,1,NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,male,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615319,NA,RNA-Seq,GCA_000001405.13,202,17866509534,GNF,PRJNA523380,SAMN10987975,Human,8189185255,Hs 751.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (Hodgkin_lymphoma),primary,Caucasian,SRX5414434,Illumina HiSeq 2500,cell line,RNASeq-HS751T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:01:00Z,1,HS751T_FIBROBLAST,cell culture,NA,SRP186687,haematopoietic_and_lymphoid_tissue
SRR8615322,74,RNA-Seq,GCA_000001405.13,202,20065263980,NIBRI,PRJNA523380,SAMN10987647,Human,9883717084,Hs 746T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma,metastasis,Caucasian,SRX5414431,Illumina HiSeq 2500,cell line,RNASeq-HS746T_STOMACH,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:04:00Z,1,HS746T_STOMACH,cell culture,male,SRP186687,stomach
SRR8615323,9,RNA-Seq,GCA_000001405.13,202,18184076966,NIBRI,PRJNA523380,SAMN10988161,Human,8906771822,Hs 822.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,primary,Caucasian,SRX5414430,Illumina HiSeq 2500,cell line,RNASeq-HS822T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:03:00Z,1,HS822T_FIBROBLAST,cell culture,female,SRP186687,bone
SRR8615326,31,RNA-Seq,GCA_000001405.13,202,20100999800,GNF,PRJNA523380,SAMN10988537,Human,9926228493,Hs 821.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",giant_cell_tumour,primary,Caucasian,SRX5414427,Illumina HiSeq 2500,cell line,RNASeq-HS821T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:01:00Z,1,HS821T_FIBROBLAST,cell culture,female,SRP186687,bone
SRR8615327,42,RNA-Seq,GCA_000001405.13,202,15263357956,ATCC:Hs 839.T,PRJNA523380,SAMN10988128,Human,7563198009,Hs 839.T,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5414426,Illumina HiSeq 2500,cell line,RNASeq-HS839T_FIBROBLAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:50:00Z,1,HS839T_FIBROBLAST,cell culture,female,SRP186687,skin
SRR8615330,NA,RNA-Seq,GCA_000001405.13,202,18323353946,NA,PRJNA523380,SAMN10988409,Human,9816253118,SF767,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",glioma (astrocytoma_Grade_III-IV),NA,Caucasian,SRX5414423,Illumina HiSeq 2500,cell line,RNASeq-SF767_CERVIX,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:54:00Z,1,SF767_CERVIX,cell culture,female,SRP186687,central_nervous_system
SRR8615333,NA,RNA-Seq,GCA_000001405.13,202,14373721474,Garraway Lab,PRJNA523380,SAMN10989590,Human,7142807544,UO-31,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (renal_cell_carcinoma),primary,Caucasian,SRX5414420,Illumina HiSeq 2500,cell line,RNASeq-UO31_KIDNEY,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:48:00Z,1,UO31_KIDNEY,cell culture,male,SRP186687,kidney
SRR8615334,NA,RNA-Seq,GCA_000001405.13,202,19922584512,ATCC:UM-UC-3,PRJNA523380,SAMN10987601,Human,9869297742,UM-UC-3,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (transitional_cell_carcinoma),primary,Caucasian,SRX5414419,Illumina HiSeq 2500,cell line,RNASeq-UMUC3_URINARY_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:58:00Z,1,UMUC3_URINARY_TRACT,cell culture,male,SRP186687,urinary_tract
SRR8615335,NA,RNA-Seq,GCA_000001405.13,202,12424224726,ECACC:UM-UC-1,PRJNA523380,SAMN10988038,Human,5966185868,UM-UC-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (transitional_cell_carcinoma),primary,African_american,SRX5414418,Illumina HiSeq 2500,cell line,RNASeq-UMUC1_URINARY_TRACT,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:45:00Z,1,UMUC1_URINARY_TRACT,cell culture,male,SRP186687,urinary_tract
SRR8615337,57,RNA-Seq,GCA_000001405.13,202,19189302090,ATCC:UACC-893,PRJNA523380,SAMN10988479,Human,9600967818,UACC-893,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (ductal_carcinoma),primary,Caucasian,SRX5414416,Illumina HiSeq 2500,cell line,RNASeq-UACC893_BREAST,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:58:00Z,1,UACC893_BREAST,cell culture,female,SRP186687,breast
SRR8615340,NA,RNA-Seq,GCA_000001405.13,202,14275173552,NCI/DCTD,PRJNA523380,SAMN10988377,Human,7176097972,UACC-257,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",malignant_melanoma,primary,Caucasian,SRX5414413,Illumina HiSeq 2500,cell line,RNASeq-UACC257_SKIN,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:48:00Z,1,UACC257_SKIN,cell culture,NA,SRP186687,skin
SRR8615341,NA,RNA-Seq,GCA_000001405.13,202,17925385262,ATCC:NCI-H1048,PRJNA523380,SAMN10988119,Human,8902894814,NCI-H1048,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",carcinoma (small_cell_carcinoma),metastasis,African_american,SRX5414412,Illumina HiSeq 2500,cell line,RNASeq-NCIH1048_LUNG,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:51:00Z,1,NCIH1048_LUNG,cell culture,female,SRP186687,lung
SRR8615344,2,RNA-Seq,GCA_000001405.13,202,19586514284,NA,PRJNA523380,SAMN10988531,Human,9788454663,NB-1,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",neuroblastoma,metastasis,Asian,SRX5414409,Illumina HiSeq 2500,cell line,RNASeq-NB1_AUTONOMIC_GANGLIA,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T22:58:00Z,1,NB1_AUTONOMIC_GANGLIA,cell culture,male,SRP186687,autonomic_ganglia
SRR8615345,3,RNA-Seq,GCA_000001405.13,202,23457414226,JCRB:NAMALWA,PRJNA523380,SAMN10988039,Human,12648787351,NAMALWA,BROAD INSTITUTE,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",lymphoid_neoplasm (Burkitt_lymphoma),primary,African_american,SRX5414408,Illumina HiSeq 2500,cell line,RNASeq-NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-03-27T00:00:00Z,2019-02-23T23:07:00Z,1,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,cell culture,female,SRP186687,haematopoietic_and_lymphoid_tissue
